"cell_type","replicate","stim_type","stim_level","stim_unit","time","ratio_dye_A","ratio_dye_B","merged_nuclei","nuclearity","A","B"
"BJ","replicate_2","OSM",10,"ng/ml",5,2.3795,0.308,"no","bi-nuclear",1.1237,1.3097
"BJ","replicate_2","OSM",10,"ng/ml",5,1.6734,0.5681,"no","bi-nuclear",0.6588,0.8684
"BJ","replicate_2","OSM",10,"ng/ml",5,2.6071,1.0718,"no","bi-nuclear",3.7038,5.1367
"BJ","replicate_2","OSM",10,"ng/ml",5,0.4683,4.0231,"no","bi-nuclear",2.1302,1.8792
"BJ","replicate_2","OSM",10,"ng/ml",5,2.2272,0.7219,"no","bi-nuclear",3.5577,2.7413
"BJ","replicate_2","OSM",10,"ng/ml",5,0.8109,2.6333,"no","bi-nuclear",3.63,2.684
"BJ","replicate_2","OSM",10,"ng/ml",5,0.4433,1.06,"no","bi-nuclear",4.6511,6.0265
"BJ","replicate_2","OSM",10,"ng/ml",5,2.4811,0.7626,"no","bi-nuclear",8.754,6.3937
"BJ","replicate_2","OSM",10,"ng/ml",5,0.475,3.102,"no","bi-nuclear",3.0146,2.0636
"BJ","replicate_2","OSM",10,"ng/ml",5,0.5018,1.5076,"no","bi-nuclear",2.7461,2.3437
"BJ","replicate_2","OSM",10,"ng/ml",5,0.4126,2.4332,"no","bi-nuclear",3.3069,3.2949
"BJ","replicate_2","OSM",10,"ng/ml",5,1.9459,0.6924,"no","bi-nuclear",2.458,2.9296
"BJ","replicate_2","OSM",10,"ng/ml",5,0.284,1.5127,"no","bi-nuclear",3.9935,4.7957
"BJ","replicate_2","OSM",10,"ng/ml",5,2.9182,0.7654,"no","bi-nuclear",4.5044,3.3067
"BJ","replicate_2","OSM",10,"ng/ml",5,1.57,0.4872,"no","bi-nuclear",4.3799,9.0586
"BJ","replicate_2","OSM",10,"ng/ml",5,2.5283,0.501,"no","bi-nuclear",0.9177,0.6153
"BJ","replicate_2","OSM",10,"ng/ml",5,0.3514,1.452,"no","bi-nuclear",3.3909,4.2105
"BJ","replicate_2","OSM",10,"ng/ml",5,2.6086,1.058,"no","bi-nuclear",4.5966,5.1967
