"cell_type","replicate","stim_type","stim_level","stim_unit","time","ratio_dye_A","ratio_dye_B","merged_nuclei","nuclearity","A","B"
"BJ","replicate_2","OSM",10,"ng/ml",30,1.4228,0.9906,"yes","bi-nuclear",7.8583,7.6157
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.7844,0.5135,"yes","bi-nuclear",0.4931,1.1879
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.9974,0.9368,"yes","bi-nuclear",0.7085,0.6673
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.9986,1.1154,"yes","bi-nuclear",1.2174,1.0627
"BJ","replicate_2","OSM",1,"ng/ml",30,0.9068,1.0755,"yes","bi-nuclear",7.5225,7.6735
"BJ","replicate_2","OSM",1,"ng/ml",30,0.8621,1.0086,"yes","bi-nuclear",3.1969,3.8799
"BJ","replicate_2","OSM",1,"ng/ml",30,1.1225,0.8233,"yes","bi-nuclear",2.0096,2.9009
"BJ","replicate_2","OSM",1,"ng/ml",30,1.1632,1.2648,"yes","bi-nuclear",11.5567,7.1807
"BJ","replicate_2","OSM",10,"ng/ml",30,0.9986,1.3979,"yes","bi-nuclear",10.5856,6.8654
"BJ","replicate_2","OSM",10,"ng/ml",30,1.6069,1.6399,"yes","bi-nuclear",10.1195,10.3435
"BJ","replicate_2","OSM",10,"ng/ml",30,0.9482,0.9813,"yes","bi-nuclear",4.2078,3.9177
"BJ","replicate_2","OSM",10,"ng/ml",30,0.947,1.2534,"yes","bi-nuclear",11.9427,9.6398
"BJ","replicate_2","OSM",10,"ng/ml",15,1.2102,1.1477,"yes","bi-nuclear",7.4495,6.3551
"BJ","replicate_2","OSM",10,"ng/ml",15,0.7536,0.8157,"yes","bi-nuclear",2.5458,2.5942
"BJ","replicate_2","OSM",10,"ng/ml",5,1.1476,1.1747,"yes","bi-nuclear",3.1745,2.3663
"BJ","replicate_2","OSM",10,"ng/ml",5,1.1486,1.0522,"yes","bi-nuclear",2.2407,2.189
"BJ","replicate_2","OSM",10,"ng/ml",5,1.0173,0.5882,"yes","bi-nuclear",2.6061,3.2852
"BJ","replicate_2","OSM",10,"ng/ml",5,0.8374,0.9373,"yes","bi-nuclear",3.3656,4.7519
"BJ","replicate_2","OSM",0,"ng/ml",30,1.7292,0.3908,"no","bi-nuclear",1.8885,1.8618
"BJ","replicate_2","OSM",0,"ng/ml",30,2.1158,0.5072,"no","bi-nuclear",1.3195,1.2869
"BJ","replicate_2","OSM",0,"ng/ml",30,2.4586,0.5342,"no","bi-nuclear",1.6548,1.568
"BJ","replicate_2","OSM",0,"ng/ml",30,2.0476,0.5924,"no","bi-nuclear",1.0287,0.9591
"BJ","replicate_2","OSM",0,"ng/ml",30,0.5025,2.0924,"no","bi-nuclear",0.7584,0.7185
"BJ","replicate_2","OSM",0,"ng/ml",30,0.7842,1.3858,"no","bi-nuclear",1.6665,1.4522
"BJ","replicate_2","OSM",0,"ng/ml",30,0.3863,2.1806,"no","bi-nuclear",1.1539,1.3281
"BJ","replicate_2","OSM",0,"ng/ml",30,0.6546,1.7716,"no","bi-nuclear",0.5593,0.5256
"BJ","replicate_2","OSM",0,"ng/ml",30,2.1367,0.689,"no","bi-nuclear",0.6199,0.5301
"BJ","replicate_2","OSM",0,"ng/ml",30,1.1385,3.1418,"no","bi-nuclear",0.8153,0.816
"BJ","replicate_2","OSM",0,"ng/ml",30,2.3322,0.5761,"no","bi-nuclear",0.8432,0.6615
"BJ","replicate_2","OSM",0,"ng/ml",30,0.5452,1.9127,"no","bi-nuclear",0.7873,0.6232
"BJ","replicate_2","OSM",0,"ng/ml",30,2.4885,0.6885,"no","bi-nuclear",0.5268,0.645
"BJ","replicate_2","OSM",0,"ng/ml",30,0.4957,1.8623,"no","bi-nuclear",0.4662,0.5006
"BJ","replicate_2","OSM",0,"ng/ml",30,0.3722,1.4074,"no","bi-nuclear",0.6295,0.5685
"BJ","replicate_2","OSM",0,"ng/ml",30,3.0265,0.5564,"no","bi-nuclear",0.7848,0.756
"BJ","replicate_2","OSM",0,"ng/ml",30,2.7002,0.6147,"no","bi-nuclear",0.6185,0.559
"BJ","replicate_2","OSM",0,"ng/ml",30,2.2336,0.8831,"no","bi-nuclear",1.9413,1.283
"BJ","replicate_2","OSM",0,"ng/ml",30,3.3096,0.7419,"no","bi-nuclear",0.879,0.7352
"BJ","replicate_2","OSM",0,"ng/ml",30,0.5194,1.7024,"no","bi-nuclear",1.0508,1.0766
"BJ","replicate_2","OSM",0,"ng/ml",30,2.0517,0.68,"no","bi-nuclear",1.39,1.5002
"BJ","replicate_2","OSM",0,"ng/ml",30,2.2158,0.5082,"no","bi-nuclear",0.528,0.5979
"BJ","replicate_2","OSM",0,"ng/ml",30,2.6343,0.676,"no","bi-nuclear",1.3712,1.4065
"BJ","replicate_2","OSM",0,"ng/ml",30,2.2985,0.7527,"no","bi-nuclear",1.4004,1.2402
"BJ","replicate_2","OSM",0,"ng/ml",30,0.4097,2.0545,"no","bi-nuclear",1.7865,1.5059
"BJ","replicate_2","OSM",0,"ng/ml",30,2.7435,0.5715,"no","bi-nuclear",0.6093,0.3095
"BJ","replicate_2","OSM",0,"ng/ml",30,1.5486,0.7527,"no","bi-nuclear",0.7565,1.1063
"BJ","replicate_2","OSM",0,"ng/ml",30,3.6864,0.7229,"no","bi-nuclear",0.8705,0.8046
"BJ","replicate_2","OSM",0,"ng/ml",30,0.4282,2.396,"no","bi-nuclear",1.3007,1.2658
"BJ","replicate_2","OSM",0,"ng/ml",30,2.1585,0.6873,"no","bi-nuclear",0.7019,0.6265
"BJ","replicate_2","OSM",0,"ng/ml",30,2.2288,0.6192,"no","bi-nuclear",0.5229,0.3998
"BJ","replicate_2","OSM",0,"ng/ml",30,0.4923,2.2682,"no","bi-nuclear",0.5083,0.4692
"BJ","replicate_2","OSM",0,"ng/ml",30,0.4223,1.2022,"no","bi-nuclear",1.9741,2.353
"BJ","replicate_2","OSM",0,"ng/ml",30,2.2766,0.7611,"no","bi-nuclear",1.1802,1.0668
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.6181,0.5287,"no","bi-nuclear",0.9647,0.8531
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.5254,0.8342,"no","bi-nuclear",2.9611,1.7567
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.4709,0.4811,"no","bi-nuclear",0.6166,0.7012
"BJ","replicate_2","OSM",0.1,"ng/ml",30,1.9767,0.4903,"no","bi-nuclear",1.0436,0.7801
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.6019,2.6085,"no","bi-nuclear",0.9133,0.597
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.3718,2.0606,"no","bi-nuclear",0.5952,0.7134
"BJ","replicate_2","OSM",0.1,"ng/ml",30,3.0748,0.6663,"no","bi-nuclear",0.5808,0.4541
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.387,1.7578,"no","bi-nuclear",1.147,0.9082
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.4715,1.667,"no","bi-nuclear",1.5201,1.4948
"BJ","replicate_2","OSM",0.1,"ng/ml",30,5.9066,1.1076,"no","bi-nuclear",1.4078,0.293
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.5534,0.723,"no","bi-nuclear",0.4795,0.4913
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.958,0.4865,"no","bi-nuclear",0.8244,0.9617
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.3607,1.1095,"no","bi-nuclear",0.553,0.6299
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.4719,2.5775,"no","bi-nuclear",1.0504,0.9235
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.1835,0.5631,"no","bi-nuclear",1.2709,0.6417
"BJ","replicate_2","OSM",0.1,"ng/ml",30,1.8912,0.6338,"no","bi-nuclear",0.5706,0.517
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.1885,0.5939,"no","bi-nuclear",1.229,0.9469
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.4496,0.8348,"no","bi-nuclear",1.0842,0.9718
"BJ","replicate_2","OSM",0.1,"ng/ml",30,1.8523,0.5874,"no","bi-nuclear",1.2298,1.2555
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.367,0.5694,"no","bi-nuclear",0.321,0.3781
"BJ","replicate_2","OSM",0.1,"ng/ml",30,1.5518,0.428,"no","bi-nuclear",0.332,0.441
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.441,1.8486,"no","bi-nuclear",0.1931,0.0946
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.1192,0.4949,"no","bi-nuclear",0.2513,0.283
"BJ","replicate_2","OSM",1,"ng/ml",30,0.6149,1.4513,"no","bi-nuclear",1.0963,0.9525
"BJ","replicate_2","OSM",1,"ng/ml",30,0.2799,1.1418,"no","bi-nuclear",2.2578,3.7062
"BJ","replicate_2","OSM",1,"ng/ml",30,2.2375,0.4936,"no","bi-nuclear",5.4867,6.4279
"BJ","replicate_2","OSM",1,"ng/ml",30,0.7706,1.8677,"no","bi-nuclear",4.747,2.2248
"BJ","replicate_2","OSM",1,"ng/ml",30,2.5798,0.5531,"no","bi-nuclear",4.1633,2.413
"BJ","replicate_2","OSM",1,"ng/ml",30,0.2958,1.2659,"no","bi-nuclear",3.1657,3.3674
"BJ","replicate_2","OSM",1,"ng/ml",30,2.9172,0.8095,"no","bi-nuclear",2.8787,1.5974
"BJ","replicate_2","OSM",1,"ng/ml",30,0.4984,1.952,"no","bi-nuclear",0.9577,1.3458
"BJ","replicate_2","OSM",1,"ng/ml",30,0.397,1.8978,"no","bi-nuclear",3.1775,3.5356
"BJ","replicate_2","OSM",1,"ng/ml",30,2.1982,0.6707,"no","bi-nuclear",4.6846,2.0636
"BJ","replicate_2","OSM",1,"ng/ml",30,0.4722,2.2865,"no","bi-nuclear",3.7195,2.8886
"BJ","replicate_2","OSM",1,"ng/ml",30,0.5029,1.7019,"no","bi-nuclear",3.6791,2.273
"BJ","replicate_2","OSM",1,"ng/ml",30,1.9064,0.4382,"no","bi-nuclear",2.9364,3.7626
"BJ","replicate_2","OSM",1,"ng/ml",30,0.2846,1.9023,"no","bi-nuclear",2.3807,2.575
"BJ","replicate_2","OSM",1,"ng/ml",30,2.1374,0.4387,"no","bi-nuclear",0.5451,0.6646
"BJ","replicate_2","OSM",1,"ng/ml",30,0.3856,3.0792,"no","bi-nuclear",1.0293,1.3664
"BJ","replicate_2","OSM",1,"ng/ml",30,0.4089,1.8585,"no","bi-nuclear",0.9942,1.2418
"BJ","replicate_2","OSM",1,"ng/ml",30,2.7627,1.8905,"no","bi-nuclear",1.736,0.9687
"BJ","replicate_2","OSM",10,"ng/ml",30,0.5338,1.1755,"no","bi-nuclear",7.2154,18.7656
"BJ","replicate_2","OSM",10,"ng/ml",30,2.638,0.6505,"no","bi-nuclear",5.6892,6.3724
"BJ","replicate_2","OSM",10,"ng/ml",30,0.4769,1.5154,"no","bi-nuclear",6.1233,5.8632
"BJ","replicate_2","OSM",10,"ng/ml",30,0.7286,2.3098,"no","bi-nuclear",15.9793,9.6202
"BJ","replicate_2","OSM",10,"ng/ml",30,0.3734,1.6489,"no","bi-nuclear",6.1128,7.2469
"BJ","replicate_2","OSM",10,"ng/ml",30,0.645,1.8033,"no","bi-nuclear",2.3233,3.0618
"BJ","replicate_2","OSM",10,"ng/ml",30,2.896,0.5191,"no","bi-nuclear",2.7995,3.1718
"BJ","replicate_2","OSM",10,"ng/ml",30,1.6747,0.5643,"no","bi-nuclear",0.932,1.4684
"BJ","replicate_2","OSM",10,"ng/ml",30,2.8692,0.4541,"no","bi-nuclear",2.3683,2.6988
"BJ","replicate_2","OSM",10,"ng/ml",30,3.3302,0.5086,"no","bi-nuclear",3.552,2.9157
"BJ","replicate_2","OSM",10,"ng/ml",30,2.9045,0.476,"no","bi-nuclear",5.7165,5.9379
"BJ","replicate_2","OSM",10,"ng/ml",30,0.5588,1.8353,"no","bi-nuclear",4.4521,4.6108
"BJ","replicate_2","OSM",10,"ng/ml",30,2.3868,0.4125,"no","bi-nuclear",3.2247,4.5704
"BJ","replicate_2","OSM",10,"ng/ml",30,1.6489,0.4836,"no","bi-nuclear",2.687,2.4221
"BJ","replicate_2","OSM",10,"ng/ml",30,0.375,2.0827,"no","bi-nuclear",0.8012,0.6716
"BJ","replicate_2","OSM",10,"ng/ml",30,2.0052,0.5445,"no","bi-nuclear",3.5049,2.752
"BJ","replicate_2","OSM",10,"ng/ml",30,0.3843,1.9873,"no","bi-nuclear",3.5549,4.478
"BJ","replicate_2","OSM",10,"ng/ml",30,2.3013,0.7212,"no","bi-nuclear",15.025,19.3519
"BJ","replicate_2","OSM",10,"ng/ml",30,0.471,1.496,"no","bi-nuclear",8.0767,4.0199
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.4316,2.0048,"no","bi-nuclear",0.4747,0.4033
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.7164,0.6005,"no","bi-nuclear",1.1685,1.0227
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.4283,1.9456,"no","bi-nuclear",1.9609,1.0435
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.5602,0.8465,"no","bi-nuclear",1.1881,1.0238
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.403,3.7801,"no","bi-nuclear",0.8923,0.5023
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.5041,2.317,"no","bi-nuclear",0.8672,0.9515
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.4241,1.3897,"no","bi-nuclear",1.3964,1.2571
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.2817,0.5882,"no","bi-nuclear",1.2759,1.2133
"BJ","replicate_2","OSM",0.1,"ng/ml",30,1.8704,0.3524,"no","bi-nuclear",1.0316,0.991
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.7024,1.6375,"no","bi-nuclear",1.3872,0.7746
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.0195,0.5022,"no","bi-nuclear",0.5409,0.6449
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.1985,0.6134,"no","bi-nuclear",0.3109,0.3889
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.3212,1.7575,"no","bi-nuclear",0.5314,0.3514
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.3792,0.6164,"no","bi-nuclear",0.9996,0.9583
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.105,0.5483,"no","bi-nuclear",0.6289,0.751
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.4269,1.5636,"no","bi-nuclear",1.167,1.3026
"BJ","replicate_2","OSM",0.1,"ng/ml",30,3.2463,0.8292,"no","bi-nuclear",0.603,0.6705
"BJ","replicate_2","OSM",0.1,"ng/ml",30,0.6251,1.5865,"no","bi-nuclear",2.2869,2.206
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.055,0.5325,"no","bi-nuclear",0.6751,0.5818
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.2074,0.587,"no","bi-nuclear",0.49,0.4904
"BJ","replicate_2","OSM",0.1,"ng/ml",30,2.0957,0.4438,"no","bi-nuclear",0.8008,0.8139
"BJ","replicate_2","OSM",0.1,"ng/ml",30,1.8133,0.5687,"no","bi-nuclear",0.5885,1.1143
"BJ","replicate_2","OSM",1,"ng/ml",30,0.4401,1.835,"no","bi-nuclear",2.6957,3.5459
"BJ","replicate_2","OSM",1,"ng/ml",30,0.3322,1.4208,"no","bi-nuclear",4.0868,4.252
"BJ","replicate_2","OSM",1,"ng/ml",30,1.9016,0.4322,"no","bi-nuclear",3.3839,2.3892
"BJ","replicate_2","OSM",1,"ng/ml",30,3.1628,0.8148,"no","bi-nuclear",2.6631,2.2358
"BJ","replicate_2","OSM",1,"ng/ml",30,1.4531,0.691,"no","bi-nuclear",3.5866,3.4618
"BJ","replicate_2","OSM",1,"ng/ml",30,0.4159,1.3894,"no","bi-nuclear",2.6021,2.0624
"BJ","replicate_2","OSM",1,"ng/ml",30,2.6535,0.678,"no","bi-nuclear",2.6277,3.4247
"BJ","replicate_2","OSM",1,"ng/ml",30,2.5792,0.8769,"no","bi-nuclear",6.148,4.4594
"BJ","replicate_2","OSM",1,"ng/ml",30,1.5412,0.6122,"no","bi-nuclear",3.8738,3.3923
"BJ","replicate_2","OSM",1,"ng/ml",30,2.0824,0.9031,"no","bi-nuclear",1.5911,1.3718
"BJ","replicate_2","OSM",1,"ng/ml",30,0.3926,1.5275,"no","bi-nuclear",1.7795,1.7239
"BJ","replicate_2","OSM",1,"ng/ml",30,2.8239,0.9062,"no","bi-nuclear",3.5632,1.9939
"BJ","replicate_2","OSM",1,"ng/ml",30,2.3046,0.6026,"no","bi-nuclear",7.8709,6.585
"BJ","replicate_2","OSM",1,"ng/ml",30,2.0588,0.4936,"no","bi-nuclear",1.6624,1.9478
"BJ","replicate_2","OSM",1,"ng/ml",30,0.4172,1.7682,"no","bi-nuclear",4.0737,4.174
"BJ","replicate_2","OSM",1,"ng/ml",30,0.2973,1.0156,"no","bi-nuclear",4.4948,5.39
"BJ","replicate_2","OSM",1,"ng/ml",30,0.3788,1.1316,"no","bi-nuclear",1.5139,2.1236
"BJ","replicate_2","OSM",1,"ng/ml",30,0.4977,1.2745,"no","bi-nuclear",1.893,1.5076
"BJ","replicate_2","OSM",1,"ng/ml",30,0.3645,2.6358,"no","bi-nuclear",2.2507,1.9798
"BJ","replicate_2","OSM",1,"ng/ml",30,1.4796,0.4897,"no","bi-nuclear",2.5415,4.823
"BJ","replicate_2","OSM",1,"ng/ml",30,0.4072,1.3937,"no","bi-nuclear",3.7746,2.3991
"BJ","replicate_2","OSM",1,"ng/ml",30,1.5381,0.7392,"no","bi-nuclear",1.8116,1.7617
"BJ","replicate_2","OSM",1,"ng/ml",30,0.5074,2.2405,"no","bi-nuclear",2.0827,1.872
"BJ","replicate_2","OSM",10,"ng/ml",30,0.2947,1.3603,"no","bi-nuclear",5.6461,8.2726
"BJ","replicate_2","OSM",10,"ng/ml",30,3.2293,0.7187,"no","bi-nuclear",8.7437,6.02
"BJ","replicate_2","OSM",10,"ng/ml",30,1.964,0.5196,"no","bi-nuclear",9.1924,8.0686
"BJ","replicate_2","OSM",10,"ng/ml",30,2.3716,0.5097,"no","bi-nuclear",8.7337,5.9697
"BJ","replicate_2","OSM",10,"ng/ml",30,2.5221,0.5065,"no","bi-nuclear",8.3478,9.2558
"BJ","replicate_2","OSM",10,"ng/ml",30,1.9154,0.3935,"no","bi-nuclear",9.1799,9.3432
"BJ","replicate_2","OSM",10,"ng/ml",30,0.2566,2.134,"no","bi-nuclear",14.1163,13.3366
"BJ","replicate_2","OSM",10,"ng/ml",30,0.3257,1.752,"no","bi-nuclear",11.6586,14.2681
"BJ","replicate_2","OSM",10,"ng/ml",30,0.22,1.1777,"no","bi-nuclear",4.3812,7.0165
"BJ","replicate_2","OSM",10,"ng/ml",30,2.5946,0.7207,"no","bi-nuclear",7.1034,7.0379
"BJ","replicate_2","OSM",10,"ng/ml",30,2.1376,0.6722,"no","bi-nuclear",2.564,1.9864
"BJ","replicate_2","OSM",10,"ng/ml",30,2.8461,0.7334,"no","bi-nuclear",6.9158,4.9794
"BJ","replicate_2","OSM",10,"ng/ml",30,2.7475,0.5179,"no","bi-nuclear",4.6731,4.7037
"BJ","replicate_2","OSM",10,"ng/ml",30,0.4982,1.8094,"no","bi-nuclear",7.5704,7.1485
"BJ","replicate_2","OSM",10,"ng/ml",30,0.4968,1.3706,"no","bi-nuclear",3.3568,3.7415
"BJ","replicate_2","OSM",10,"ng/ml",30,2.0766,0.4569,"no","bi-nuclear",9.7198,13.6504
"BJ","replicate_2","OSM",10,"ng/ml",30,1.6461,0.5724,"no","bi-nuclear",5.1878,4.1189
"BJ","replicate_2","OSM",10,"ng/ml",30,3.6022,0.4983,"no","bi-nuclear",1.7389,1.2276
"BJ","replicate_2","OSM",10,"ng/ml",30,2.0327,0.4928,"no","bi-nuclear",3.1203,3.0967
"BJ","replicate_2","OSM",10,"ng/ml",30,2.1101,0.4083,"no","bi-nuclear",0.7214,0.4928
"BJ","replicate_2","OSM",10,"ng/ml",30,2.5811,0.5311,"no","bi-nuclear",9.5684,6.811
"BJ","replicate_2","OSM",10,"ng/ml",30,2.7561,0.5404,"no","bi-nuclear",11.1454,9.5932
"BJ","replicate_2","OSM",10,"ng/ml",30,1.9309,0.6075,"no","bi-nuclear",4.048,4.0614
"BJ","replicate_2","OSM",10,"ng/ml",15,0.4562,1.1927,"no","bi-nuclear",8.5651,6.2347
"BJ","replicate_2","OSM",10,"ng/ml",15,0.3552,1.4971,"no","bi-nuclear",12.1472,8.2086
"BJ","replicate_2","OSM",10,"ng/ml",15,2.1419,0.6234,"no","bi-nuclear",6.6404,4.862
"BJ","replicate_2","OSM",10,"ng/ml",15,2.0034,0.3851,"no","bi-nuclear",2.7574,2.8602
"BJ","replicate_2","OSM",10,"ng/ml",15,2.0155,0.5572,"no","bi-nuclear",3.081,4.3969
"BJ","replicate_2","OSM",10,"ng/ml",15,3.2683,0.7547,"no","bi-nuclear",9.4967,5.4298
"BJ","replicate_2","OSM",10,"ng/ml",15,2.793,0.6539,"no","bi-nuclear",6.1627,4.8273
"BJ","replicate_2","OSM",10,"ng/ml",15,0.4106,2.092,"no","bi-nuclear",8.5112,6.2571
"BJ","replicate_2","OSM",10,"ng/ml",15,0.5337,2.1445,"no","bi-nuclear",2.3346,2.0526
"BJ","replicate_2","OSM",10,"ng/ml",15,0.7648,1.3312,"no","bi-nuclear",3.8996,3.3451
"BJ","replicate_2","OSM",10,"ng/ml",15,0.4971,1.9196,"no","bi-nuclear",7.8333,6.3155
"BJ","replicate_2","OSM",10,"ng/ml",15,0.5886,2.1397,"no","bi-nuclear",3.4173,2.5357
"BJ","replicate_2","OSM",10,"ng/ml",15,2.2181,0.3821,"no","bi-nuclear",3.0033,2.622
"BJ","replicate_2","OSM",10,"ng/ml",15,4.181,0.868,"no","bi-nuclear",5.9396,3.0107
"BJ","replicate_2","OSM",10,"ng/ml",15,0.467,1.437,"no","bi-nuclear",3.8169,2.6433
"BJ","replicate_2","OSM",10,"ng/ml",15,1.7513,1.0286,"no","bi-nuclear",4.7281,4.9113
"BJ","replicate_2","OSM",10,"ng/ml",15,2.1813,0.4039,"no","bi-nuclear",6.2549,5.5899
"BJ","replicate_2","OSM",10,"ng/ml",15,0.4377,1.5602,"no","bi-nuclear",4.0051,3.4839
"BJ","replicate_2","OSM",10,"ng/ml",15,2.0579,0.569,"no","bi-nuclear",4.2811,7.0241
"BJ","replicate_2","OSM",10,"ng/ml",15,0.3201,1.6627,"no","bi-nuclear",9.0022,8.4867
"BJ","replicate_2","OSM",10,"ng/ml",15,2.2977,0.5466,"no","bi-nuclear",6.9839,4.5178
"BJ","replicate_2","OSM",10,"ng/ml",15,1.8721,0.4945,"no","bi-nuclear",2.6949,2.0712
"BJ","replicate_2","OSM",10,"ng/ml",15,2.5422,0.6396,"no","bi-nuclear",5.4374,5.373
"BJ","replicate_2","OSM",10,"ng/ml",15,1.9838,0.4657,"no","bi-nuclear",7.3372,6.6873
"BJ","replicate_2","OSM",10,"ng/ml",15,0.4552,1.6464,"no","bi-nuclear",8.1355,6.4716
"BJ","replicate_2","OSM",10,"ng/ml",15,2.4277,0.8343,"no","bi-nuclear",3.9173,4.4262
"BJ","replicate_2","OSM",10,"ng/ml",15,1.9794,0.6547,"no","bi-nuclear",4.7034,5.8417
"BJ","replicate_2","OSM",10,"ng/ml",15,1.5286,0.4758,"no","bi-nuclear",5.1055,5.9578
"BJ","replicate_2","OSM",10,"ng/ml",15,2.4314,0.8444,"no","bi-nuclear",6.6946,6.1757
"BJ","replicate_2","OSM",10,"ng/ml",15,0.5064,2.1555,"no","bi-nuclear",5.0454,4.8675
"BJ","replicate_2","OSM",10,"ng/ml",15,2.1042,0.5843,"no","bi-nuclear",2.2108,1.9971
"BJ","replicate_2","OSM",10,"ng/ml",15,0.4208,1.5457,"no","bi-nuclear",3.9368,5.207
"BJ","replicate_2","OSM",10,"ng/ml",15,1.9447,0.4491,"no","bi-nuclear",8.2202,8.0689
"BJ","replicate_2","OSM",10,"ng/ml",15,1.8758,0.4009,"no","bi-nuclear",5.9405,5.8061
"BJ","replicate_2","OSM",10,"ng/ml",15,1.7697,0.3695,"no","bi-nuclear",5.5694,8.5357
"BJ","replicate_2","OSM",10,"ng/ml",15,0.3157,1.2132,"no","bi-nuclear",2.6076,3.1676
"BJ","replicate_2","OSM",10,"ng/ml",15,0.3643,1.6625,"no","bi-nuclear",10.3701,8.0264
"BJ","replicate_2","OSM",10,"ng/ml",5,1.9024,0.3649,"no","bi-nuclear",2.96,3.8981
"BJ","replicate_2","OSM",10,"ng/ml",5,0.3972,1.185,"no","bi-nuclear",2.656,1.8213
"BJ","replicate_2","OSM",10,"ng/ml",5,3.548,0.688,"no","bi-nuclear",4.085,3.0834
"BJ","replicate_2","OSM",10,"ng/ml",5,1.1455,0.4025,"no","bi-nuclear",5.2272,3.1654
"BJ","replicate_2","OSM",10,"ng/ml",5,0.4936,2.3089,"no","bi-nuclear",0.6965,0.5511
"BJ","replicate_2","OSM",10,"ng/ml",5,0.4584,1.9568,"no","bi-nuclear",2.1881,2.3918
"BJ","replicate_2","OSM",10,"ng/ml",5,0.986,2.5502,"no","bi-nuclear",1.7367,2.0866
"BJ","replicate_2","OSM",10,"ng/ml",5,2.1842,0.4323,"no","bi-nuclear",2.9273,3.4015
"BJ","replicate_2","OSM",10,"ng/ml",5,0.7043,1.8643,"no","bi-nuclear",11.5774,10.124
"BJ","replicate_2","OSM",10,"ng/ml",5,5.0627,0.6309,"no","bi-nuclear",4.2102,3.0026
"BJ","replicate_2","OSM",10,"ng/ml",5,2.3315,0.4599,"no","bi-nuclear",3.5437,4.1893
"BJ","replicate_2","OSM",10,"ng/ml",5,2.8641,0.2809,"no","bi-nuclear",3.8944,4.5837
"BJ","replicate_2","OSM",10,"ng/ml",5,0.2903,1.8304,"no","bi-nuclear",1.2707,2.2451
"BJ","replicate_2","OSM",10,"ng/ml",5,2.2539,0.6506,"no","bi-nuclear",7.8399,5.7261
"BJ","replicate_2","OSM",10,"ng/ml",5,3.1057,0.6321,"no","bi-nuclear",2.8368,1.989
"BJ","replicate_2","OSM",10,"ng/ml",5,1.7496,0.5216,"no","bi-nuclear",2.8087,2.7568
"BJ","replicate_2","OSM",10,"ng/ml",5,0.4468,1.1759,"no","bi-nuclear",5.7781,7.0358
"BJ","replicate_2","OSM",10,"ng/ml",5,2.7627,0.9125,"no","bi-nuclear",3.7405,2.7085
"BJ","replicate_2","OSM",10,"ng/ml",5,0.5342,2.0744,"no","bi-nuclear",5.4301,4.1201
"BJ","replicate_2","OSM",10,"ng/ml",5,0.4257,2.1838,"no","bi-nuclear",4.0687,3.5495
"BJ","replicate_2","OSM",10,"ng/ml",5,1.9427,0.4889,"no","bi-nuclear",5.1421,6.7733
"BJ","replicate_2","OSM",10,"ng/ml",5,2.6743,0.5709,"no","bi-nuclear",5.2013,5.6827
"BJ","replicate_2","OSM",10,"ng/ml",5,2.8975,0.6158,"no","bi-nuclear",3.8433,3.1855
"BJ","replicate_2","OSM",10,"ng/ml",5,1.7577,0.2477,"no","bi-nuclear",1.2883,1.9976
"BJ","replicate_2","OSM",10,"ng/ml",5,0.5462,2.0313,"no","bi-nuclear",4.8632,4.0443
"BJ","replicate_2","OSM",10,"ng/ml",5,2.8806,0.5658,"no","bi-nuclear",5.0873,4.7084
"BJ","replicate_2","OSM",10,"ng/ml",5,0.744,1.5044,"no","bi-nuclear",4.8085,5.5967
